crew_change_id,plan_created_date,vessel_code,seafarer_id,rank,movement_type,origin_airport,connection_airport,destination_airport,number_of_connections,shortest_connection_minutes,scheduled_departure,scheduled_arrival,estimated_travel_cost_eur,joining_port,vessel_eta,reporting_deadline,port_transfer_minutes,port_agent_confirmed,vessel_eta_confidence,passport_country_code,passport_valid,visa_status,medical_valid,documents_verified,ticket_status,airport_delay_risk,weather_risk,route_complexity,arrival_buffer_minutes,risk_score,risk_level,risk_reasons,human_review_status,actual_outcome,actual_delay_minutes,crew_change_completed,additional_cost_eur,outcome_reason
CC-0146,2026-06-20,VSL-006,SEA-0066,Second Officer,Joining,MNL,CDG,BRU,1,165.0,2026-07-05 23:15:00+00:00,2026-07-06 16:00:00+00:00,1450,BEANR,2026-07-07 03:08:00+00:00,2026-07-06 22:08:00+00:00,50,True,High,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,318,23,Low,Arrival buffer between 4 and 8 hours: 318 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0073,2026-06-22,VSL-015,SEA-0005,Chief Engineer,Joining,BOM,DXB,HAM,1,106.0,2026-07-21 07:00:00+00:00,2026-07-22 03:30:00+00:00,905,DEHAM,2026-07-22 09:01:00+00:00,2026-07-22 08:01:00+00:00,45,True,High,IN,True,Verified,True,True,Quoted,Medium,Medium,Medium,226,38,Medium,Arrival buffer below 4 hours: 226 minutes; Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,Delayed but completed,275,True,350,Flight cancellation
CC-0006,2026-06-22,VSL-017,SEA-0078,Second Officer,Joining,MNL,IST,SIN,1,113.0,2026-07-28 05:30:00+00:00,2026-07-28 18:00:00+00:00,1685,SGSIN,2026-07-29 06:30:00+00:00,2026-07-29 03:30:00+00:00,35,True,High,PH,True,Verified,True,True,Ticketed,Low,Medium,Medium,535,5,Low,Weather indicator: Medium,Not reviewed,Rebooked,699,True,358,Severe weather
CC-0049,2026-06-26,VSL-004,SEA-0018,Master,Joining,CGK,DXB,OSL,1,142.0,2026-08-07 16:30:00+00:00,2026-08-08 04:45:00+00:00,1279,NOOSL,2026-08-08 16:07:00+00:00,2026-08-08 15:07:00+00:00,50,True,High,ID,True,Verified,True,True,Ticketed,Low,Low,Medium,572,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0123,2026-06-26,VSL-006,SEA-0004,Cook,Joining,MNL,,BRE,0,,2026-07-12 05:30:00+00:00,2026-07-12 18:30:00+00:00,1243,DEBRV,2026-07-13 06:55:00+00:00,2026-07-13 00:55:00+00:00,75,True,Medium,PH,True,Verified,True,True,Reserved,Low,Low,Low,310,15,Low,Arrival buffer between 4 and 8 hours: 310 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0144,2026-06-26,VSL-005,SEA-0087,Able Seafarer,Joining,BOM,DXB,BRU,1,123.0,2026-07-13 15:15:00+00:00,2026-07-14 11:45:00+00:00,1237,BEANR,2026-07-15 02:28:00+00:00,2026-07-14 19:28:00+00:00,50,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,413,23,Low,Arrival buffer between 4 and 8 hours: 413 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0125,2026-07-01,VSL-003,SEA-0091,Bosun,Joining,DEL,CDG,AMS,1,145.0,2026-08-13 04:00:00+00:00,2026-08-13 17:30:00+00:00,1168,NLRTM,2026-08-14 10:41:00+00:00,2026-08-14 06:41:00+00:00,75,True,Medium,IN,True,Verified,True,True,Reserved,High,Low,Medium,716,15,Low,Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0118,2026-07-01,VSL-005,SEA-0035,Able Seafarer,Joining,CMB,IST,BRE,1,124.0,2026-07-08 08:15:00+00:00,2026-07-08 20:15:00+00:00,1520,DEBRV,2026-07-09 14:04:00+00:00,2026-07-09 11:04:00+00:00,75,True,High,LK,True,Verified,True,True,Reserved,Low,High,Medium,814,10,Low,Weather indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0067,2026-07-01,VSL-004,SEA-0065,Able Seafarer,Joining,DAC,DXB,CPH,1,77.0,2026-07-09 02:00:00+00:00,2026-07-09 23:45:00+00:00,869,DKCPH,2026-07-10 16:25:00+00:00,2026-07-10 10:25:00+00:00,30,True,Medium,BD,True,Verified,True,True,Quoted,Medium,Low,High,610,23,Low,Short connection: 77 minutes; Airport historical delay indicator: Medium,Not reviewed,Delayed but completed,128,True,75,Flight cancellation
CC-0041,2026-07-03,VSL-013,SEA-0059,Cook,Joining,CGK,IST,SIN,1,115.0,2026-07-29 00:45:00+00:00,2026-07-29 17:15:00+00:00,932,SGSIN,2026-07-30 00:22:00+00:00,2026-07-29 19:22:00+00:00,35,True,Medium,ID,True,Pending verification,True,False,Ticketed,Low,Low,Medium,92,45,Medium,Arrival buffer below 4 hours: 92 minutes; Visa/document status: Pending verification,Not reviewed,Delayed but completed,305,True,180,Document issue
CC-0088,2026-07-03,VSL-007,SEA-0053,Electrician,Joining,DAC,CDG,HAM,1,103.0,2026-07-19 01:00:00+00:00,2026-07-19 21:45:00+00:00,1185,DEHAM,2026-07-20 09:54:00+00:00,2026-07-20 02:54:00+00:00,45,True,Medium,BD,True,Pending verification,True,False,Reserved,Medium,Low,Medium,264,43,Medium,Arrival buffer between 4 and 8 hours: 264 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,Delayed but completed,39,True,180,Document issue
CC-0040,2026-07-04,VSL-018,SEA-0019,Second Engineer,Joining,CMB,,SIN,0,,2026-08-11 09:00:00+00:00,2026-08-11 19:00:00+00:00,824,SGSIN,2026-08-12 11:08:00+00:00,2026-08-12 08:08:00+00:00,35,True,Low,LK,True,Manual specialist check,True,False,Reserved,Low,Low,Low,753,25,Medium,Visa/document status: Manual specialist check,Not reviewed,On time,0,True,0,No disruption
CC-0050,2026-07-07,VSL-009,SEA-0005,Able Seafarer,Joining,MNL,,LCA,0,,2026-08-20 06:15:00+00:00,2026-08-20 17:00:00+00:00,1051,CYLMS,2026-08-21 08:39:00+00:00,2026-08-21 01:39:00+00:00,50,True,High,PH,True,Verified,True,True,Ticketed,Low,Low,Low,469,15,Low,Arrival buffer between 4 and 8 hours: 469 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0023,2026-07-08,VSL-017,SEA-0063,Bosun,Joining,CMB,CDG,AMS,1,126.0,2026-07-25 15:45:00+00:00,2026-07-26 12:30:00+00:00,1443,NLRTM,2026-07-27 08:36:00+00:00,2026-07-27 00:36:00+00:00,75,True,High,LK,True,Verified,True,True,Ticketed,High,Low,Medium,651,15,Low,Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0057,2026-07-09,VSL-009,SEA-0004,Second Officer,Joining,CGK,IST,AMS,1,134.0,2026-08-12 03:30:00+00:00,2026-08-12 16:00:00+00:00,1593,NLRTM,2026-08-13 08:32:00+00:00,2026-08-13 04:32:00+00:00,75,True,Medium,ID,True,Pending verification,True,False,Not requested,High,High,Medium,677,45,Medium,Visa/document status: Pending verification; Airport historical delay indicator: High; Weather indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0121,2026-07-09,VSL-005,SEA-0031,Chief Engineer,Joining,CGK,IST,AMS,1,104.0,2026-08-22 05:45:00+00:00,2026-08-23 04:15:00+00:00,1262,NLRTM,2026-08-23 16:49:00+00:00,2026-08-23 14:49:00+00:00,75,True,Medium,ID,True,Verified,True,True,Ticketed,High,Low,Medium,559,15,Low,Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0135,2026-07-10,VSL-010,SEA-0054,Bosun,Joining,CGK,,HAM,0,,2026-08-10 08:00:00+00:00,2026-08-10 15:00:00+00:00,1252,DEHAM,2026-08-11 08:21:00+00:00,2026-08-11 00:21:00+00:00,45,True,Medium,ID,True,Verified,True,True,Ticketed,Medium,Low,Low,516,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0022,2026-07-11,VSL-018,SEA-0032,Cook,Joining,CMB,CDG,LCA,1,94.0,2026-07-18 11:45:00+00:00,2026-07-19 06:30:00+00:00,1627,CYLMS,2026-07-19 15:59:00+00:00,2026-07-19 12:59:00+00:00,50,False,High,LK,True,Pending verification,True,False,Ticketed,Low,Medium,Medium,339,50,High,Arrival buffer between 4 and 8 hours: 339 minutes; Visa/document status: Pending verification; Weather indicator: Medium; Port agent transfer not confirmed,Not reviewed,Rebooked,360,True,1073,Severe weather
CC-0052,2026-07-11,VSL-005,SEA-0002,Second Engineer,Joining,DEL,,DXB,0,,2026-07-27 13:15:00+00:00,2026-07-28 00:30:00+00:00,450,AEDXB,2026-07-28 12:43:00+00:00,2026-07-28 06:43:00+00:00,45,True,Medium,IN,True,Pending verification,True,False,Ticketed,Medium,Low,Low,328,43,Medium,Arrival buffer between 4 and 8 hours: 328 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,Failed crew change,1746,False,1614,Document issue
CC-0055,2026-07-16,VSL-005,SEA-0088,Cook,Joining,DAC,IST,LCA,1,74.0,2026-08-13 14:15:00+00:00,2026-08-14 08:00:00+00:00,1310,CYLMS,2026-08-14 21:13:00+00:00,2026-08-14 14:13:00+00:00,50,True,High,BD,True,Pending verification,True,False,Reserved,Low,Low,High,323,50,High,Short connection: 74 minutes; Arrival buffer between 4 and 8 hours: 323 minutes; Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0092,2026-07-18,VSL-004,SEA-0043,Chief Engineer,Joining,CGK,CDG,BRE,1,54.0,2026-08-25 07:15:00+00:00,2026-08-26 00:30:00+00:00,692,DEBRV,2026-08-26 10:52:00+00:00,2026-08-26 03:52:00+00:00,75,False,Low,ID,True,Verified,True,True,Reserved,Low,Medium,High,127,65,High,Tight connection: 54 minutes; Arrival buffer below 4 hours: 127 minutes; Weather indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0084,2026-07-22,VSL-012,SEA-0007,Chief Officer,Joining,DEL,DOH,ATH,1,128.0,2026-08-29 07:30:00+00:00,2026-08-29 21:45:00+00:00,1241,GRPIR,2026-08-30 16:45:00+00:00,2026-08-30 08:45:00+00:00,60,True,High,IN,True,Pending verification,True,False,Reserved,Medium,Low,Medium,600,28,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0131,2026-07-25,VSL-007,SEA-0029,Bosun,Joining,CMB,,DXB,0,,2026-08-17 00:45:00+00:00,2026-08-17 12:15:00+00:00,470,AEDXB,2026-08-17 23:22:00+00:00,2026-08-17 20:22:00+00:00,45,True,Medium,LK,True,Verified,True,True,Ticketed,Medium,Low,Low,442,23,Low,Arrival buffer between 4 and 8 hours: 442 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0136,2026-07-27,VSL-010,SEA-0021,Master,Joining,DAC,DOH,CPH,1,152.0,2026-08-09 07:00:00+00:00,2026-08-10 02:00:00+00:00,1039,DKCPH,2026-08-10 10:49:00+00:00,2026-08-10 08:49:00+00:00,30,True,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Medium,379,23,Low,Arrival buffer between 4 and 8 hours: 379 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0013,2026-07-28,VSL-003,SEA-0069,Second Officer,Joining,CGK,CDG,ATH,1,125.0,2026-08-29 12:30:00+00:00,2026-08-30 03:00:00+00:00,1574,GRPIR,2026-08-30 14:34:00+00:00,2026-08-30 09:34:00+00:00,60,True,High,ID,True,Verified,True,True,Ticketed,Medium,Low,Medium,334,23,Low,Arrival buffer between 4 and 8 hours: 334 minutes; Airport historical delay indicator: Medium,Not reviewed,Delayed but completed,34,True,180,Flight delay
CC-0114,2026-08-05,VSL-005,SEA-0073,Able Seafarer,Joining,CMB,DXB,OSL,1,45.0,2026-08-16 17:00:00+00:00,2026-08-17 15:45:00+00:00,1643,NOOSL,2026-08-18 10:55:00+00:00,2026-08-18 04:55:00+00:00,50,False,Medium,LK,True,Pending verification,True,False,Reserved,Low,Low,High,740,55,High,Tight connection: 45 minutes; Visa/document status: Pending verification; Port agent transfer not confirmed,Not reviewed,Failed crew change,1819,False,2222,Port transfer issue
CC-0090,2026-08-07,VSL-008,SEA-0032,Chief Officer,Joining,MNL,IST,CPH,1,133.0,2026-08-27 10:45:00+00:00,2026-08-28 08:15:00+00:00,845,DKCPH,2026-08-29 07:00:00+00:00,2026-08-28 23:00:00+00:00,30,False,Low,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,855,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0005,2026-08-10,VSL-013,SEA-0077,Cook,Joining,DAC,CDG,SIN,1,154.0,2026-08-22 08:45:00+00:00,2026-08-23 01:00:00+00:00,1310,SGSIN,2026-08-23 13:26:00+00:00,2026-08-23 05:26:00+00:00,35,True,High,BD,True,Pending verification,True,False,Quoted,Low,Medium,Medium,231,50,High,Arrival buffer below 4 hours: 231 minutes; Visa/document status: Pending verification; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0065,2026-08-13,VSL-010,SEA-0050,Third Engineer,Joining,CMB,,HAM,0,,2026-08-22 14:30:00+00:00,2026-08-23 02:30:00+00:00,712,DEHAM,2026-08-23 16:21:00+00:00,2026-08-23 13:21:00+00:00,45,True,High,LK,True,Verified,True,True,Reserved,Medium,Low,Low,606,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
