crew_change_id,plan_created_date,vessel_code,seafarer_id,rank,movement_type,origin_airport,connection_airport,destination_airport,number_of_connections,shortest_connection_minutes,scheduled_departure,scheduled_arrival,estimated_travel_cost_eur,joining_port,vessel_eta,reporting_deadline,port_transfer_minutes,port_agent_confirmed,vessel_eta_confidence,passport_country_code,passport_valid,visa_status,medical_valid,documents_verified,ticket_status,airport_delay_risk,weather_risk,route_complexity,arrival_buffer_minutes,risk_score,risk_level,risk_reasons,ai_risk_briefing,human_review_status,actual_outcome,actual_delay_minutes,crew_change_completed,additional_cost_eur,outcome_reason
CC-0125,2026-07-01,VSL-003,SEA-0091,Bosun,Joining,DEL,CDG,AMS,1,145,2026-08-13T04:00:00Z,2026-08-13T17:30:00Z,1168,NLRTM,2026-08-14T10:41:00Z,2026-08-14T06:41:00Z,75,True,Medium,IN,True,Verified,True,True,Reserved,High,Low,Medium,716,15,Low,Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0126,2026-03-28,VSL-016,SEA-0049,Second Engineer,Joining,CMB,,OSL,0,,2026-04-10T17:15:00Z,2026-04-11T05:15:00Z,720,NOOSL,2026-04-11T18:33:00Z,2026-04-11T13:33:00Z,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Low,448,15,Low,Arrival buffer between 4 and 8 hours: 448 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0127,2026-04-19,VSL-012,SEA-0070,Third Engineer,Joining,MNL,FRA,CPH,1,92,2026-05-12T01:45:00Z,2026-05-12T18:00:00Z,1145,DKCPH,2026-05-13T04:36:00Z,2026-05-13T03:36:00Z,30,True,Medium,PH,True,Verified,True,True,Quoted,Medium,Low,Medium,546,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0128,2026-04-08,VSL-005,SEA-0016,Cook,Joining,DAC,,BRU,0,,2026-05-15T04:45:00Z,2026-05-15T16:30:00Z,1134,BEANR,2026-05-16T08:36:00Z,2026-05-16T04:36:00Z,50,False,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Low,676,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0129,2026-03-09,VSL-016,SEA-0074,Bosun,Joining,CGK,CDG,HAM,1,152,2026-03-22T20:45:00Z,2026-03-23T10:00:00Z,1212,DEHAM,2026-03-23T23:55:00Z,2026-03-23T21:55:00Z,45,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,670,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0130,2026-06-08,VSL-017,SEA-0048,Able Seafarer,Joining,DEL,,BRE,0,,2026-07-23T10:45:00Z,2026-07-24T00:15:00Z,1308,DEBRV,2026-07-24T14:35:00Z,2026-07-24T07:35:00Z,75,True,High,IN,True,Verified,True,True,Ticketed,Low,Low,Low,365,15,Low,Arrival buffer between 4 and 8 hours: 365 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0131,2026-07-25,VSL-007,SEA-0029,Bosun,Joining,CMB,,DXB,0,,2026-08-17T00:45:00Z,2026-08-17T12:15:00Z,470,AEDXB,2026-08-17T23:22:00Z,2026-08-17T20:22:00Z,45,True,Medium,LK,True,Verified,True,True,Ticketed,Medium,Low,Low,442,23,Low,Arrival buffer between 4 and 8 hours: 442 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0132,2026-03-16,VSL-010,SEA-0054,Able Seafarer,Joining,DAC,DOH,OSL,1,91,2026-04-27T01:00:00Z,2026-04-27T19:15:00Z,854,NOOSL,2026-04-28T15:13:00Z,2026-04-28T10:13:00Z,50,True,High,BD,True,Pending verification,True,False,Reserved,Low,Low,Medium,848,20,Low,Visa/document status: Pending verification,,Not reviewed,On time,0,True,0,No disruption
CC-0133,2026-02-08,VSL-015,SEA-0019,Second Engineer,Joining,DAC,IST,CPH,1,165,2026-03-11T10:00:00Z,2026-03-12T04:15:00Z,1030,DKCPH,2026-03-12T16:47:00Z,2026-03-12T14:47:00Z,30,False,Medium,BD,True,Verified,True,True,Ticketed,Medium,Low,Medium,602,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0134,2026-06-15,VSL-014,SEA-0052,Third Engineer,Joining,CMB,DOH,BRE,1,125,2026-07-02T04:00:00Z,2026-07-02T15:45:00Z,1096,DEBRV,2026-07-03T03:10:00Z,2026-07-02T23:10:00Z,75,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Medium,370,15,Low,Arrival buffer between 4 and 8 hours: 370 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0135,2026-07-10,VSL-010,SEA-0054,Bosun,Joining,CGK,,HAM,0,,2026-08-10T08:00:00Z,2026-08-10T15:00:00Z,1252,DEHAM,2026-08-11T08:21:00Z,2026-08-11T00:21:00Z,45,True,Medium,ID,True,Verified,True,True,Ticketed,Medium,Low,Low,516,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0136,2026-07-27,VSL-010,SEA-0021,Master,Joining,DAC,DOH,CPH,1,152,2026-08-09T07:00:00Z,2026-08-10T02:00:00Z,1039,DKCPH,2026-08-10T10:49:00Z,2026-08-10T08:49:00Z,30,True,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Medium,379,23,Low,Arrival buffer between 4 and 8 hours: 379 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0137,2026-06-17,VSL-012,SEA-0079,Master,Joining,BOM,FRA,LCA,1,152,2026-07-04T23:15:00Z,2026-07-05T11:30:00Z,1190,CYLMS,2026-07-06T02:42:00Z,2026-07-06T01:42:00Z,50,True,Medium,IN,True,Verified,True,True,Ticketed,Low,Medium,Medium,802,5,Low,Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0138,2026-05-18,VSL-011,SEA-0067,Electrician,Joining,CMB,IST,AMS,1,150,2026-05-25T13:00:00Z,2026-05-26T01:30:00Z,1342,NLRTM,2026-05-26T21:25:00Z,2026-05-26T15:25:00Z,75,True,Medium,LK,True,Verified,True,True,Ticketed,High,Low,Medium,760,15,Low,Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0139,2026-04-08,VSL-018,SEA-0081,Second Officer,Joining,DAC,FRA,OSL,1,108,2026-04-23T03:45:00Z,2026-04-23T20:15:00Z,1648,NOOSL,2026-04-24T09:18:00Z,2026-04-24T06:18:00Z,50,True,High,BD,True,Verified,True,True,Ticketed,Low,Medium,Medium,553,5,Low,Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0140,2026-04-25,VSL-014,SEA-0002,Electrician,Joining,CGK,DOH,CPH,1,90,2026-06-06T20:30:00Z,2026-06-07T18:30:00Z,1688,DKCPH,2026-06-08T15:29:00Z,2026-06-08T09:29:00Z,30,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,869,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0141,2026-04-28,VSL-011,SEA-0077,Chief Officer,Joining,DEL,CDG,BRE,1,75,2026-05-13T05:00:00Z,2026-05-13T22:30:00Z,828,DEBRV,2026-05-14T15:44:00Z,2026-05-14T10:44:00Z,75,True,Low,IN,True,Verified,True,True,Reserved,Low,Medium,High,659,20,Low,Short connection: 75 minutes; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0142,2026-05-28,VSL-014,SEA-0083,Able Seafarer,Joining,BOM,DOH,HAM,1,127,2026-06-08T18:00:00Z,2026-06-09T06:15:00Z,1558,DEHAM,2026-06-09T22:41:00Z,2026-06-09T21:41:00Z,45,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Medium,881,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0143,2026-06-14,VSL-008,SEA-0013,Chief Engineer,Joining,DEL,,CPH,0,,2026-07-09T06:00:00Z,2026-07-09T19:45:00Z,888,DKCPH,2026-07-10T10:45:00Z,2026-07-10T08:45:00Z,30,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Low,750,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0144,2026-06-26,VSL-005,SEA-0087,Able Seafarer,Joining,BOM,DXB,BRU,1,123,2026-07-13T15:15:00Z,2026-07-14T11:45:00Z,1237,BEANR,2026-07-15T02:28:00Z,2026-07-14T19:28:00Z,50,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,413,23,Low,Arrival buffer between 4 and 8 hours: 413 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0145,2026-05-06,VSL-001,SEA-0075,Electrician,Joining,CMB,DXB,LCA,1,169,2026-06-16T02:00:00Z,2026-06-16T15:00:00Z,1572,CYLMS,2026-06-17T01:07:00Z,2026-06-16T22:07:00Z,50,True,Medium,LK,True,Verified,True,True,Ticketed,Low,Medium,Medium,377,20,Low,Arrival buffer between 4 and 8 hours: 377 minutes; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0146,2026-06-20,VSL-006,SEA-0066,Second Officer,Joining,MNL,CDG,BRU,1,165,2026-07-05T23:15:00Z,2026-07-06T16:00:00Z,1450,BEANR,2026-07-07T03:08:00Z,2026-07-06T22:08:00Z,50,True,High,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,318,23,Low,Arrival buffer between 4 and 8 hours: 318 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0147,2026-04-16,VSL-011,SEA-0014,Able Seafarer,Joining,DAC,DOH,DXB,1,168,2026-05-09T16:00:00Z,2026-05-10T06:45:00Z,1710,AEDXB,2026-05-10T14:57:00Z,2026-05-10T12:57:00Z,45,True,High,BD,True,Verified,True,True,Not requested,Medium,Low,Medium,327,23,Low,Arrival buffer between 4 and 8 hours: 327 minutes; Airport historical delay indicator: Medium,,Not reviewed,Delayed but completed,228,True,180,Flight cancellation
CC-0148,2026-03-31,VSL-005,SEA-0078,Chief Officer,Joining,DEL,DOH,DXB,1,175,2026-04-21T08:15:00Z,2026-04-22T06:45:00Z,1564,AEDXB,2026-04-22T18:44:00Z,2026-04-22T16:44:00Z,45,True,High,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,554,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0149,2026-06-16,VSL-002,SEA-0090,Electrician,Joining,DAC,,DXB,0,,2026-07-31T05:00:00Z,2026-07-31T12:45:00Z,758,AEDXB,2026-08-01T05:15:00Z,2026-08-01T02:15:00Z,45,False,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Low,765,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0150,2026-05-10,VSL-004,SEA-0067,Master,Joining,CMB,CDG,LCA,1,70,2026-05-22T14:15:00Z,2026-05-23T06:00:00Z,1379,CYLMS,2026-05-24T01:24:00Z,2026-05-23T21:24:00Z,50,True,Medium,LK,True,Verified,True,True,Ticketed,Low,Medium,High,874,20,Low,Short connection: 70 minutes; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
